40,40
4.06,4.11,4.56,2.04,1.66,4.39,1.18,1.85,3.84,4.39,2.22,2.66,3.75,4.79,1.59,3.56,4.54,3.01,2.71,4.58,3.56,2.85,1.44,2.24,2.14,2.29,4.77,3.46,1.95,1.92,1.64,2.94,3.21,2.57,1.71,3.91,2.56,1.76,4.61,1.08
1.48,2.88,4.1,4.55,2.43,3.39,2.01,2.23,3.95,2.81,2.66,4.37,4.08,1.92,2.47,1.08,3.8,4.94,4.52,3.41,3.72,4.83,2.71,4.84,2.01,3.73,2.21,4.59,1.14,2.19,3.73,3.73,4.93,2.93,4.51,3.88,4.19,3.1,1.27,3.61
2.73,1.14,4.33,3.88,1.53,3.99,4.08,3.99,1.52,3.84,1.41,1.65,1.78,1.05,4.03,3.07,2.77,2.9,1.32,1.39,2.38,4.58,2.69,2.76,1.06,1.08,2.22,4.9,2.43,2.3,2.04,3.23,2.94,4.41,1.6,2.26,3.2,1.02,3.67,1.61
4.76,2.57,3.52,2.68,4.12,1.95,1.09,1.58,4.78,1.2,4.66,4.24,3.98,3.38,4.6,1.85,3.67,2.66,4.0,3.7,4.01,2.2,4.3,1.32,1.01,1.43,4.24,2.67,2.92,3.75,4.11,2.01,3.99,4.74,1.7,1.09,3.25,3.29,2.13,2.83
3.77,1.4,1.66,2.18,3.7,2.5,3.14,4.78,4.02,2.53,2.71,2.46,1.51,2.64,1.46,3.72,1.9,3.78,2.27,2.52,3.93,2.67,3.11,4.66,4.12,3.64,3.28,1.88,2.25,2.09,1.94,3.01,4.86,4.07,3.93,4.26,2.79,3.11,2.17,4.23
1.17,2.68,3.1,3.21,4.57,1.57,3.91,3.99,4.44,3.57,4.86,2.26,3.73,1.23,4.38,1.74,4.18,2.25,3.78,4.18,1.48,4.24,1.23,4.36,4.23,3.86,1.53,2.11,1.99,3.7,1.36,1.93,4.65,1.83,1.08,3.65,2.01,3.59,3.4,2.54
2.58,3.98,4.33,3.79,2.16,3.54,3.46,2.77,3.23,1.8,2.75,4.84,1.47,4.14,3.74,4.23,4.26,4.06,3.84,2.8,2.5,2.94,1.18,4.32,4.24,4.39,3.6,4.84,2.29,1.14,2.23,4.66,2.26,2.3,2.02,2.76,1.83,2.36,1.52,3.31
2.94,1.06,1.65,3.07,4.29,3.29,3.1,1.9,4.22,2.34,1.05,1.18,3.67,4.59,4.67,3.12,3.37,4.65,4.22,1.19,2.82,2.37,1.47,2.97,3.95,2.5,4.85,4.98,2.23,1.62,4.75,1.49,1.58,2.04,4.23,1.31,1.69,4.66,1.62,3.89
2.64,2.01,1.28,1.76,3.86,2.77,1.12,3.24,1.99,3.08,1.51,3.1,3.35,1.82,3.1,1.56,2.24,2.01,1.76,3.76,2.07,3.27,2.95,3.26,2.53,3.44,3.35,2.39,1.59,3.76,4.95,1.92,3.65,3.86,2.36,4.7,2.3,1.57,4.72,4.66
3.15,1.65,2.23,2.33,1.39,2.57,1.9,1.34,2.38,3.8,4.33,4.44,1.66,4.19,3.24,1.19,1.29,4.41,1.75,4.69,4.81,1.63,3.68,1.73,2.24,3.69,1.16,2.98,2.09,1.57,1.09,3.78,4.59,3.75,3.8,4.71,4.58,4.2,2.06,2.94
2.17,3.47,2.85,2.52,1.12,4.2,4.95,3.61,4.9,2.21,1.04,3.94,2.79,1.76,2.95,1.88,3.88,1.88,4.06,2.2,3.45,2.85,2.72,4.61,1.11,4.39,4.37,2.11,4.2,3.55,2.33,3.42,2.37,4.5,1.65,3.19,4.29,2.96,3.29,3.1
4.54,3.34,4.54,2.58,3.35,3.18,1.26,2.54,3.71,3.23,2.09,2.14,2.72,4.22,1.62,3.72,3.65,1.53,1.05,3.78,3.75,4.29,4.42,2.74,2.45,1.91,1.26,2.48,3.44,4.07,3.49,2.21,3.4,1.37,4.11,3.54,3.3,3.84,1.57,3.29
4.7,1.15,3.13,2.69,4.64,2.4,3.86,1.38,2.0,2.14,3.89,2.52,3.18,4.03,2.7,3.9,2.57,2.67,1.01,4.42,1.24,3.06,4.46,4.59,3.0,3.19,3.34,2.71,1.99,3.91,3.51,3.82,1.95,4.8,1.27,2.78,2.67,2.87,1.07,4.3
1.06,4.02,1.35,2.55,4.94,4.55,3.89,3.76,1.41,1.58,2.66,1.45,2.26,4.06,4.63,3.52,2.96,4.28,1.55,4.54,2.57,2.11,1.68,4.68,1.29,3.27,4.17,2.35,2.89,3.05,4.01,3.09,2.01,3.2,3.09,2.21,1.56,1.36,1.22,1.66
1.82,1.48,2.44,3.6,4.04,1.99,2.23,1.56,4.44,2.39,4.49,4.1,3.92,3.94,4.44,3.28,3.41,3.87,4.74,3.67,2.13,1.82,4.13,1.59,4.72,2.45,1.91,1.15,4.76,2.41,4.06,4.58,4.2,1.91,3.18,3.72,3.08,4.66,1.04,4.17
1.58,4.61,2.28,3.95,1.59,2.91,4.06,2.08,3.5,1.36,4.73,3.79,1.07,2.79,2.21,4.28,3.67,2.0,4.88,4.37,1.66,2.2,4.19,1.24,3.16,2.33,2.3,3.13,3.22,2.52,3.86,2.12,4.48,3.98,3.95,2.03,2.87,1.44,2.6,1.88
3.47,1.88,4.05,2.78,1.51,3.99,4.97,4.94,3.75,4.66,1.73,2.58,2.32,2.4,4.97,2.24,1.61,3.43,4.6,1.25,4.43,2.01,3.4,3.19,2.84,3.09,4.42,2.1,1.66,1.34,2.63,4.3,2.76,2.1,2.82,1.48,4.82,3.75,3.55,4.99
2.29,2.25,4.62,1.88,1.17,3.95,4.3,4.8,1.13,4.31,3.72,1.78,4.31,1.32,4.99,4.94,4.82,1.23,4.31,4.21,2.6,1.4,3.49,3.98,4.15,4.65,3.54,2.14,1.76,3.96,3.65,1.94,3.82,2.8,4.17,3.38,3.75,2.94,3.85,4.24
1.34,4.48,2.25,3.36,1.32,1.33,3.58,4.49,3.92,1.58,4.29,2.52,3.59,4.02,1.22,3.8,3.88,4.66,4.23,2.42,4.24,3.86,4.86,2.38,1.89,3.93,1.04,3.02,2.9,1.93,1.06,4.41,1.56,1.2,3.73,4.39,4.47,4.6,3.91,3.34
4.59,4.9,4.4,4.57,3.08,4.94,3.52,3.07,2.4,4.48,2.12,2.98,2.65,1.78,3.26,3.74,3.98,3.51,2.22,2.0,4.98,1.05,2.08,3.86,1.53,3.94,2.36,3.2,4.56,1.58,3.25,2.81,3.2,3.22,3.48,3.64,3.86,1.18,4.68,3.56
1.82,4.16,2.42,4.67,3.38,1.52,3.04,4.14,1.99,1.87,3.85,3.22,2.61,2.99,3.26,2.93,3.37,3.53,2.33,4.95,2.22,2.12,1.05,4.9,4.35,2.76,2.99,4.31,3.59,4.41,1.8,4.33,4.05,3.8,1.34,2.74,4.46,3.94,2.65,2.39
1.99,2.37,3.13,1.43,1.29,1.19,1.7,1.6,3.1,1.95,1.83,3.3,3.19,3.15,3.4,2.26,4.04,4.36,2.08,1.51,4.92,3.17,4.59,4.82,1.09,2.91,2.44,4.1,3.82,4.06,1.94,1.18,3.63,1.97,3.23,1.37,2.82,2.36,3.57,1.25
1.35,3.04,1.45,2.36,3.38,1.85,4.46,2.28,1.67,3.03,1.38,4.32,3.57,4.83,2.54,3.53,3.1,3.67,2.73,4.36,1.6,2.21,3.46,4.57,4.11,4.91,4.53,1.95,1.47,4.21,3.94,1.98,3.08,3.92,4.03,4.76,3.93,3.24,1.58,1.7
